1,60,11
1,73,7
1,33,11
1,69,2
1,25,10
1,21,14
1,81,8
1,86,3
1,55,7
0,60,11
0,73,9
0,33,7
0,69,2
0,25,6
0,21,10
0,81,12
0,86,7
0,55,5
3,60,9
3,73,5
3,33,9
3,69,6
3,25,8
3,21,12
3,81,6
3,86,1
3,55,5
2,60,14
2,73,12
2,33,8
2,69,7
2,25,5
2,21,9
2,81,15
2,86,10
2,55,8
