
1,0,2022/09/27 7:27:04
0,0,2022/09/27 7:27:05
0,0,2022/09/27 9:19:09
2,0,2022/09/27 9:19:09
1,0,2022/09/27 9:19:09
0,0,2022/09/27 9:19:10
2,0,2022/09/27 9:19:10
1,0,2022/09/27 9:19:10
0,0,2022/09/27 9:19:11
2,0,2022/09/27 9:19:11
1,0,2022/09/27 9:19:11
0,0,2022/09/27 9:19:12
0,0,2022/09/27 9:21:14
2,0,2022/09/27 9:21:14
1,0,2022/09/27 9:21:14
0,0,2022/09/27 9:21:15
2,0,2022/09/27 9:21:15
1,0,2022/09/27 9:21:15
0,0,2022/09/27 9:21:16
2,0,2022/09/27 9:21:16
1,0,2022/09/27 9:21:16
0,0,2022/09/27 9:21:17
2,0,2022/09/27 9:21:17
1,0,2022/09/27 9:21:17
0,0,2022/09/27 9:21:18
2,0,2022/09/27 9:21:18
1,0,2022/09/27 9:21:18
0,0,2022/09/27 9:21:19
2,0,2022/09/27 9:21:19
1,0,2022/09/27 9:21:19
0,0,2022/09/27 9:21:20
2,0,2022/09/27 9:21:20
0,0,2022/09/27 10:46:27
2,0,2022/09/27 10:46:27
0,0,2022/09/27 10:47:11
0,0,2022/09/27 10:51:33
2,0,2022/09/27 10:51:33
1,0,2022/09/27 10:51:33
0,0,2022/09/27 10:51:34
2,0,2022/09/27 10:51:34
1,0,2022/09/27 10:51:34
0,0,2022/09/27 10:51:35
0,0,2022/09/27 10:56:16
2,0,2022/09/27 10:56:16
1,0,2022/09/27 10:56:16
0,0,2022/09/27 10:56:17
2,0,2022/09/27 10:56:17
0,0,2022/09/27 10:58:09
2,0,2022/09/27 10:58:09
1,0,2022/09/27 10:58:09
0,0,2022/09/27 10:58:10
2,0,2022/09/27 10:58:10
0,0,2022/09/27 13:24:16
2,0,2022/09/27 13:24:16
1,0,2022/09/27 13:24:16
0,0,2022/09/27 13:26:41
2,0,2022/09/27 13:26:41
1,0,2022/09/27 13:26:41
0,0,2022/09/27 13:26:42
2,0,2022/09/27 13:26:42
1,0,2022/09/27 13:26:42
0,0,2022/09/27 13:26:43
2,0,2022/09/27 13:26:43
1,0,2022/09/27 13:26:43
0,0,2022/09/27 13:26:44
2,0,2022/09/27 13:26:44
1,0,2022/09/27 13:26:44
0,0,2022/09/27 13:26:45
2,0,2022/09/27 13:26:45
1,0,2022/09/27 13:26:45
0,0,2022/09/27 13:26:46
2,0,2022/09/27 13:26:46
1,0,2022/09/27 13:26:46
0,0,2022/09/27 13:26:47
2,0,2022/09/27 13:26:47
1,0,2022/09/27 13:26:47
0,0,2022/09/27 13:26:48
2,0,2022/09/27 13:26:48
1,0,2022/09/27 13:26:48
0,0,2022/09/27 13:26:49
2,0,2022/09/27 13:26:49
1,0,2022/09/27 13:26:49
0,0,2022/09/27 13:26:50
2,0,2022/09/27 13:26:50
1,0,2022/09/27 13:26:50
0,0,2022/09/27 13:26:51
2,0,2022/09/27 13:26:51
1,0,2022/09/27 13:26:51
0,0,2022/09/27 13:26:52
2,0,2022/09/27 13:26:52
1,0,2022/09/27 13:26:52
0,0,2022/09/27 13:26:53
2,0,2022/09/27 13:26:53
1,0,2022/09/27 13:26:53
0,0,2022/09/27 13:26:54
2,0,2022/09/27 13:26:54
1,0,2022/09/27 13:26:54
0,0,2022/09/27 13:26:55
2,0,2022/09/27 13:26:55
1,0,2022/09/27 13:26:55
0,0,2022/09/27 13:26:56
2,0,2022/09/27 13:26:56
1,0,2022/09/27 13:26:56
0,0,2022/09/27 13:26:57
2,0,2022/09/27 13:26:57
1,0,2022/09/27 13:26:57
0,0,2022/09/27 13:26:58
2,0,2022/09/27 13:26:58
1,0,2022/09/27 13:26:58
0,0,2022/09/27 13:26:59
2,0,2022/09/27 13:26:59
1,0,2022/09/27 13:26:59
0,0,2022/09/27 13:27:00
2,0,2022/09/27 13:27:00
1,0,2022/09/27 13:27:00
0,0,2022/09/27 13:27:01
2,0,2022/09/27 13:27:01
1,0,2022/09/27 13:27:01
0,0,2022/09/27 13:27:02
2,0,2022/09/27 13:27:02
1,0,2022/09/27 13:27:02
0,0,2022/09/27 13:27:03
2,0,2022/09/27 13:27:03
1,0,2022/09/27 13:27:03
0,0,2022/09/27 13:27:04
2,0,2022/09/27 13:27:04
1,0,2022/09/27 13:27:04
0,0,2022/09/27 13:27:05
2,0,2022/09/27 13:27:05
1,0,2022/09/27 13:27:05
0,0,2022/09/27 13:27:06
2,0,2022/09/27 13:27:06
1,0,2022/09/27 13:27:06
0,0,2022/09/27 13:27:07
2,0,2022/09/27 13:27:07
1,0,2022/09/27 13:27:07
0,0,2022/09/27 13:27:08
2,0,2022/09/27 13:28:19
0,0,2022/09/27 13:29:02
1,0,2022/09/27 13:29:02
0,0,2022/09/27 13:29:10
1,0,2022/09/27 13:29:10
0,0,2022/09/27 13:29:11
1,0,2022/09/27 13:29:11
0,0,2022/09/27 13:29:12
1,0,2022/09/27 13:29:12
0,0,2022/09/27 13:29:13
0,0,2022/09/27 13:32:36
1,0,2022/09/27 13:32:36
0,0,2022/09/27 13:38:12
1,0,2022/09/27 13:38:12
0,0,2022/09/27 13:38:13
1,0,2022/09/27 13:38:13
0,0,2022/09/27 13:38:14
0,0,2022/09/27 13:39:33
1,0,2022/09/27 13:39:33
0,0,2022/09/27 14:03:29
0,0,2022/09/27 14:03:47
1,0,2022/09/27 14:03:47
0,0,2022/09/27 14:03:55
1,0,2022/09/27 14:03:55
0,0,2022/09/27 14:04:02
1,0,2022/09/27 14:04:02
0,0,2022/09/27 14:04:10
1,0,2022/09/27 14:04:10
0,0,2022/09/27 14:04:17
1,0,2022/09/27 14:04:17
0,0,2022/09/27 14:04:25
1,0,2022/09/27 14:04:25
0,0,2022/09/27 14:04:32
1,0,2022/09/27 14:04:32
0,0,2022/09/27 14:04:40
1,0,2022/09/27 14:04:40
0,0,2022/09/27 14:04:48
1,0,2022/09/27 14:04:48
0,0,2022/09/27 14:04:55
1,0,2022/09/27 14:04:55
0,0,2022/09/27 14:05:02
0,0,2022/09/27 14:15:21
1,0,2022/09/27 14:15:21
0,0,2022/09/27 14:15:27
1,0,2022/09/27 14:15:27
0,0,2022/09/27 14:15:38
0,0,2022/09/27 14:17:32
1,0,2022/09/27 14:17:32
0,0,2022/09/27 14:17:49
1,0,2022/09/27 14:17:49
0,0,2022/09/27 14:55:26
1,0,2022/09/27 14:55:26
0,0,2022/09/27 14:55:27
1,0,2022/09/27 14:55:27
0,0,2022/09/27 14:56:19
1,0,2022/09/27 14:56:19
0,0,2022/09/27 14:56:20
1,0,2022/09/27 14:56:20
0,0,2022/09/27 14:56:21
1,0,2022/09/27 14:56:21
0,0,2022/09/27 14:56:22
1,0,2022/09/27 14:56:22
0,0,2022/09/27 14:56:23
1,0,2022/09/27 14:56:23
0,0,2022/09/27 14:56:24
0,0,2022/09/27 14:56:40
1,0,2022/09/27 14:56:40
0,0,2022/09/27 14:56:41
0,0,2022/09/27 14:58:35
1,0,2022/09/27 14:58:35
0,0,2022/09/27 14:58:36
1,0,2022/09/27 14:58:36
0,0,2022/09/27 14:58:37
1,0,2022/09/27 14:58:37
0,0,2022/09/27 14:58:38
1,0,2022/09/27 14:58:38
0,0,2022/09/27 14:58:39
1,0,2022/09/27 14:58:39
0,0,2022/09/27 14:58:40
1,0,2022/09/27 14:58:40
0,0,2022/09/27 15:04:44
1,0,2022/09/27 15:04:44
0,0,2022/09/27 15:04:45
1,0,2022/09/27 15:04:45
0,0,2022/09/27 15:04:46
1,0,2022/09/27 15:04:46
0,0,2022/09/27 15:04:47
1,0,2022/09/27 15:04:47
0,0,2022/09/27 15:04:48
1,0,2022/09/27 15:04:48
0,0,2022/09/27 15:04:49
1,0,2022/09/27 15:04:49
0,0,2022/09/27 15:04:50
1,0,2022/09/27 15:04:50
0,0,2022/09/27 15:04:51
1,0,2022/09/27 15:04:51
0,0,2022/09/27 15:08:13
1,0,2022/09/27 15:08:13
0,0,2022/09/27 15:08:14
0,0,2022/09/27 15:15:43
1,0,2022/09/27 15:15:43
0,0,2022/09/27 15:15:44
1,0,2022/09/27 15:15:44
0,0,2022/09/27 15:15:45
1,0,2022/09/27 15:15:45
0,0,2022/09/27 15:15:46
1,0,2022/09/27 15:15:46
0,0,2022/09/27 15:15:47
1,0,2022/09/27 15:15:47
0,0,2022/09/27 15:15:48
1,0,2022/09/27 15:15:48
0,0,2022/09/27 15:15:49
1,0,2022/09/27 15:15:49
0,0,2022/09/27 15:15:50
1,0,2022/09/27 15:15:50
0,0,2022/09/27 15:15:51
1,0,2022/09/27 15:15:51
0,0,2022/09/27 15:15:52
1,0,2022/09/27 15:15:52
0,0,2022/09/27 15:15:53
1,0,2022/09/27 15:15:53
0,0,2022/09/27 15:15:54
1,0,2022/09/27 15:15:54
0,0,2022/09/27 15:15:55
1,0,2022/09/27 15:15:55
0,0,2022/09/27 15:15:56
1,0,2022/09/27 15:15:56
0,0,2022/09/27 15:15:57
